,name,name_description,name_category,name_gender
107,Gustaw,"Gustaw – imię męskie pochodzenia germańskiego. Etymologia: niem. Gund, staroisl. gunnr 'walka'; niem. Stab, staroisl. stafr 'pałka, buława, laska marszałkowska'. Imię oznacza więc dzierżącego w boju laskę/buławę lub wyraża życzenie, aby noszący je doszedł do tak wysokich godności.
",german,male
108,Gurias,"Gurias – imię męskie pochodzenia najprawdopodobniej perskiego lub syryjskiego, w formie zgrecyzowanej.
",other,male
109,Walbert,"Walbert, Waldebert, Gwalbert — imię męskie pochodzenia germańskiego, złożone z członów waldan — ""panować, rządzić"" i beraht — ""jasny, błyszczący"". W Polsce bardziej znane w zromanizowanej formie Gwalbert (por. Wilhelm — fr. Guillaume). Istnieje trzech świętych patronów tego imienia[1]. 
",german,male
110,Gumbert,"Gumbert — męskie imię germańskie Guntbert w zromanizowanej postaci, złożone z członów Gund- (""bitwa, bój"") i -bert (""sławny, wspaniały, jasny"").  W Polsce poświadczone po raz pierwszy w 1391 roku, poza tym notowane również w formach Gunbert, Gunbart, Gumbirt i Gumpart. Istnieje co najmniej trzech świętych o tym imieniu, w tym św. Gumbert z Senones.
",german,male
111,Grzymisława,"Grzymisława, Grzymsława – staropolskie imię żeńskie. Składa się z członu Grzymi- (""grzmieć"") i -sława (""sława""). Mogło oznaczać ""posiadająca szeroką sławę"". Imię to nosiła żona Leszka Białego, matka bł Salomei i księcia Bolesława Wstydliwego.
",slavic,female
112,Grzegorz,"Grzegorz – imię męskie pochodzące poprzez łacińską formę Gregorius od greckiego Gregorios, wywodzącego się ze słowa γρηγορέω oznaczającego 'być czujnym'. W formie łacińskiej użyte pierwszy raz przez papieża Grzegorza I, doktora kościoła[1].
Odnotowano 17 papieży o tym imieniu. 
",greek,male
113,Gryzelda,"Gryzelda – imię żeńskie pochodzenia germańskiego.
",german,female
114,Syrycjusz,"Syrycjusz – imię męskie, którego patronem jest św. Syrycjusz, papież (zm. 399). 
",other,male
115,Grzymisław,"Grzymisław, Grzymosław, Grzymsław, Grzmisław, Grzysław – staropolskie imię męskie. Składa się z członu Grzymi- (""grzmieć"") i -sław (""sława""). Mogło oznaczać ""posiadający szeroką sławę"".
",slavic,male
116,Syriusz,"Syriusz – imię męskie[1] pochodzenia greckiego, odpowiednik łacińskiego Sirius[1], nazwa najjaśniejszej gwiazdy w gwiazdozbiorze Wielkiego Psa. Nazwa ta wywodzi się od greckiego słowa σειριος (seirios) ""płonący, gorący, roziskrzony""[2]. Imię w niektórych źródłach bywa utożsamiane z imieniem Syrus (łac., ang., niem. Syrus, gr. Syros, wł. Siro) – ""Syryjczyk"", które nosiło w historii Kościoła katolickiego trzech świętych. 
",greek,male
117,Synezjusz,"Synezjusz — imię męskie pochodzenia łacińskiego, oznaczające ""pochodzący z Sines"" w Portugalii. Istnieje przynajmniej dwóch świętych katolickich o tym imieniu, w tym św. Synezjusz, wspominany wspólnie ze św. Teopompem.
",latin and romanic,male
118,Symplicjusz,"Symplicjusz, Symplicy – imię męskie pochodzenia łacińskiego.
",latin and romanic,male
119,Symplicja,"Symplicja – imię żeńskie pochodzenia łacińskiego, od łac. simplex – „prosty, uczciwy”. Patronką tego imienia jest św. Symplicja z Nicei.
",latin and romanic,female
120,Symmach,"Symmach – imię męskie pochodzenia greckiego, oznaczające ""sojusznik w walce, towarzysz broni"". Wśród patronów – św. Symmach, papież.
",greek,male
121,Symforoza,"Symforoza – imię żeńskie pochodzenia greckiego. Wśród patronów – św. Symforoza, męczennica (zm. w pocz II wieku).
",greek,female
122,Symforiana,"Symforiana, Symforianna – imię żeńskie pochodzenia greckiego, oznaczające ""stosowna, odpowiednia"". Wśród patronów tego imienia - św. Symforian z dzisiejszego Autun we Francji, żyjący w III wieku.
",greek,female
123,Symforian,"Symforian – imię męskie pochodzenia greckiego, oznaczające ""stosowny, odpowiedni"". Wśród patronów tego imienia - św. Symforian z dzisiejszego Autun we Francji[1].
",greek,male
124,Szymon,"Szymon (hebr. שמעון Szim’on, lub שִׁמְעוֹן Szime’on, „Jahwe wysłuchał”) – imię męskie pochodzenia hebrajskiego, biblijnego[a]. Początkowo stosowana w polskich przekładach Biblii forma tego imienia Symeon[1] to rzadziej dziś używana forma, bardziej rozpowszechniona na Wschodzie[2]. Niektórzy autorzy uznają imię za greckie, widząc w nim bądź tylko zhellenizowaną formę semickiego Szimeon, bądź rzeczywiste imię pochodzenia greckiego[3][4]. W hagiografii istnieje podział na świętych o imieniu Szymon i Symeon będącego oboczną formą pierwszego imienia[5][6].
",greek,male
125,Sylwiusz,"Sylwiusz – imię męskie. Wśród patronów – św. Sylwiusz, biskup Tuluzy. Żeński odpowiednik: Sylwia. Imię pochodzenia łacińskiego od słowa Silvio oznaczającego: leśny, dziki, żyjący w lesie.
",latin and romanic,male
126,Drohobysz,"Drohobysz, Drahobysz — notowane na obszarze Polski (Ruś Czerwona) od 1414 roku[1] imię męskie, złożone z członów Droho- (""drogi"") i -bysz (być może ""pobyt, mienie"", ""istnienie, życie, bytowanie""). 
",slavic,male
127,Drogoradz,"Drogoradz –  staropolskie imię męskie, złożone z członów Drogo- (""drogi"") i -radz (radzić – dawniej ""troszczyć się, dbać o coś""). Mogło ono oznaczać ""ten, kto troszczy się o to, co jest mu drogie"".
",slavic,male
128,Drogomysł,"Drogomysł – staropolskie imię męskie. Składa się z członu Drogo- (""drogi"") i -mysł (""myśleć"", ""myśl""). Mogło oznaczać ""mający cenne myśli"".
",slavic,male
129,Drogomira,"Drogomira, Drogmira, Dragomira, Drahomira, Drohomira, Dargomiera  –  słowiańskie imię żeńskie, złożone z członów Drogo- (""drogi"") i -mir (""pokój, spokój, dobro""). Mogło ono oznaczać ""ta, której drogi jest pokój"". Odpowiednik męskiego imienia Drogomir i podobnych.
",slavic,female
130,Drogomił,"Drogomił, Dromił –  staropolskie imię męskie, złożone z członów Dro(go)- (""drogi"") i -mił (""miły""). Mogło ono oznaczać ""drogi i miły"".
",slavic,male
131,Drogosława,"Drogosława –  staropolskie imię żeńskie, złożone z członów Drogo- (""drogi"") i -sława (""sława""). Mogło ono oznaczać ""ta, której droga jest sława"". W źródłach polskich poświadczone w XIV wieku (1400 rok).
",slavic,female
132,Drogodziej,"Drogodziej  –  staropolskie imię męskie, złożone z członów Drogo- (""drogi"") i -dziej (""ten, który robi, czyni"").
",slavic,male
133,Doryda,"Doryda – spolszczenie greckiego imienia Doris, znanego z mitologii greckiej. Imię to oznaczało kobietą pochodzącą z Doris, krainy w środkowej Grecji.
",greek,female
134,Doroteusz,"Doroteusz – imię męskie pochodzenia greckiego, oznaczające ""dar od boga""; jego żeńskim odpowiednikiem jest Dorota. To samo znaczenie ma złożone z analogicznych członów, tylko w odwrotnej kolejności, imię Teodor.
",greek,male
135,Dorota,"Dorota – imię żeńskie pochodzące z greckiego Dorothéa: doron – dar i Theós – bóg, ""dar od boga""[1]. Jego męskim odpowiednikiem jest Doroteusz. W Polsce imię to odnotowano po raz pierwszy w 1385[2]. Znane są też inne formy tego imienia: Dochna, Dora, Doroteja, Dorotka. To samo znaczenie ma złożone z analogicznych członów, tylko w odwrotnej kolejności, imię Teodora (a także imię Mateusz pochodzenia hebrajskiego).
",hebrew,female
136,Dorian,"Dorian – imię męskie pochodzenia greckiego. Użył go Oscar Wilde w swojej powieści The Picture of Dorian Gray (Portret Doriana Graya). Wywodzi się od nazwy plemienia greckiego – Dorów. W greckiej mitologii Dorowie pochodzą od jednego z herosów: Heraklesa.
",greek,male
137,Druzjan,"Druzjan – imię męskie, urobione od nazwiska rzymskiej rodziny - Drusus; oznacza ""należący do Druzusa"". W średniowieczu poświadczona jako Drużyjan. Jego żeńskim wariantem jest Druzjanna.
",other,male
138,Donat,"Donat – imię męskie pochodzenia łacińskiego. Wywodzi się od słowa oznaczającego ""darowany przez Boga/bogów"" i tym samym mający podobne znaczenie jak Teodor. Hagiografia wymienia ponad 35 świętych o tym imieniu[1]
",latin and romanic,male
139,Donata,"Donata – żeński odpowiednik imienia Donat. Łacińskie donatus oznacza 'darowany przez Boga'. Wśród patronek tego imienia - św. Donata, jedna z wczesnych świętych Kościoła katolickiego[1].
",latin and romanic,female
140,Dominika,"Dominika – żeński odpowiednik imienia Dominik. Imię łacińskie, oznacza dosłownie należącą do Pana[1], ale pochodzi od określenia niedzieli, zwanej dniem pańskim. Patronką imienia jest Św. Dominika, męczennica z Nikomedii[1]. Wśród imion nadawanych nowo narodzonym dzieciom, Dominika w 2015 r. zajmowała 48. miejsce w grupie imion żeńskich. Imię to nadano 881 dzieciom w 2015 roku[2].
",latin and romanic,female
141,Donald,"Donald – imię pochodzenia celtyckiego (Dumno + valos; świat + potężny, możny). Staroirlandzkie Domnall, szkockie Domhnall oznacza ""silny tego świata"" lub ""władca świata"".
",other,male
142,Donacjan,"Donacjan – imię męskie pochodzenia łacińskiego (Donatianus), oznaczające „pochodzący od Donata (Donatus), należący do Donata”. Imię to nosiło kilku świętych i błogosławionych[1].
",latin and romanic,male
143,Domniusz,"Domniusz — imię męskie pochodzenia łacińskiego, łac. Domnius. Istnieje kilku świętych katolickich o tym imieniu.
",latin and romanic,male
144,Domna,"Domna — imię żeńskie pochodzenia łacińskiego, notowane w Polsce już od 1438 roku[1], wywodzące się od łacińskiego przydomka Domna, pochodzącego od celt. Domnus, Donnus lub łac. Dominus (""Pan"")[2]. 
",latin and romanic,female
145,Domicjusz,"Domicjusz – imię męskie pochodzenia łacińskiego, od nazwy rodowej Domicjuszy, wywodzącej się od łac. domitus, co oznacza ""oswojony, poskromiony"". Istniało kilku świętych patronów tego imienia. Od Domicjusza pochodzi imię Domicjan.
",latin and romanic,male
146,Dominik,"Dominik – imię męskie pochodzenia łacińskiego. Wywodzi się od słowa dominicus oznaczającego „Pański”, „należący do Boga”. Jego żeńskim odpowiednikiem jest Dominika.
",latin and romanic,male
147,Domicjana,"Domicjana — imię żeńskie pochodzenia łacińskiego, oznaczające ""należąca do Domicjusza, adoptowana przez Domicjusza"". Podstawę zaś nazwy rodowej Domicjusz stanowi wyraz pospolity, który oznacza ""oswojenie, poskromienie""). Istnieje około dziesięciu świętych katolickich — patronów tego imienia, m.in. św. Domicjan, biskup Tongeren-Maastricht (VI wiek)[1]. 
",latin and romanic,female
148,Domicjan,"Domicjan – imię męskie pochodzenia łacińskiego, genetycznie cognomen od łac. Domitianus, oznaczające ""należący do Domicjusza, adoptowany przez Domicjusza, wyzwoleniec Domicjusza"". Podstawę zaś nazwy rodowej Domicjusz stanowi wyraz pospolity, który oznacza ""oswojenie, poskromienie"" (łac. dŏmĭtŭs). Istnieje około dziesięciu świętych katolickich o tym imieniu, m.in. biskup Châlons z IV[1] oraz biskup Tongeren-Maastricht z VI wieku[2]. 
",latin and romanic,male
149,Domicela,"Domicela – imię żeńskie pochodzenia łacińskiego (łac. Domitilla), utworzone od nazwy rodowej Domicjuszów. Pierwotnie oznaczało ""pani domu"". 
",latin and romanic,female
150,Domażyr,"Domażyr - staropolskie imię męskie, złożone z członów Doma- (""dom""; psł. *domъ oznacza ""pomieszczenie, gdzie człowiek żyje ze swoją rodziną""; ""wszystko, co jest w domu, rodzina, mienie, majątek"", ""ród, pokolenie"", ""strony rodzinne, kraj ojczysty"")[1] i -żyr (""pokarm, czynność jedzenia, życie"").
",slavic,male
151,Domawuj,"Domawuj, Domauj –  staropolskie imię męskie, złożone z członów Doma- (""dom""; psł. *domъ oznacza ""pomieszczenie, gdzie człowiek żyje ze swoją rodziną""; ""wszystko, co jest w domu, rodzina, mienie, majątek"", ""ród, pokolenie"", ""strony rodzinne, kraj ojczysty"")[1] i -wuj (""wuj"").
",slavic,male
152,Domasuł,"Domasuł – staropolskie imię męskie, złożone z dwóch członów: Doma- (""dom""; psł. *domъ oznacza ""pomieszczenie, gdzie człowiek żyje ze swoją rodziną""; ""wszystko, co jest w domu, rodzina, mienie, majątek"", ""ród, pokolenie"", ""strony rodzinne, kraj ojczysty"")[1] i -suł (""obiecywać"" albo ""lepszy, możniejszy""). Może oznaczać ""możniejszy w swojej siedzibie"", ""możniejszy posiadaniem swojego domu"".
",slavic,male
153,Domastryj,"Domastryj –  staropolskie imię męskie, złożone z członów Doma- (""dom""; psł. *domъ oznacza ""pomieszczenie, gdzie człowiek żyje ze swoją rodziną""; ""wszystko, co jest w domu, rodzina, mienie, majątek"", ""ród, pokolenie"", ""strony rodzinne, kraj ojczysty"")[1] i -stryj (""stryj""). Może oznaczać ""ten, którego stryjowie, krewniacy męscy od strony ojca, są w pobliżu, na miejscu"".
",slavic,male
154,Domasława,"Domasława, Domisława, Domosława –  staropolskie imię żeńskie złożone z członów Doma- (""dom""; psł. *domъ oznacza ""pomieszczenie, gdzie człowiek żyje ze swoją rodziną""; ""wszystko, co jest w domu, rodzina, mienie, majątek"", ""ród, pokolenie"", ""strony rodzinne, kraj ojczysty"")[1]i -sława (""sława""). Mogło oznaczać ""przynosząca sławę domowi"". W źródłach polskich poświadczone od XIII wieku (1265 rok).
",slavic,female
155,Domasław,"Domasław, Domisław, Domosław – ogólnosłowiańskie, w tym staropolskie imię męskie złożone z członów Doma- (""dom""; psł. *domъ oznacza ""pomieszczenie, gdzie człowiek żyje ze swoją rodziną""; ""wszystko, co jest w domu, rodzina, mienie, majątek"", ""ród, pokolenie"", ""strony rodzinne, kraj ojczysty"") i -sław (""sława""). Imię to wyraża życzenie sławy w przestrzeni domowej[1].
",slavic,male
156,Domarad,"Domarad, Domorad, Domared(?)  –  staropolskie imię męskie złożone z członów Doma- (""dom""; psł. *domъ oznacza ""pomieszczenie, gdzie człowiek żyje ze swoją rodziną""; ""wszystko, co jest w domu, rodzina, mienie, majątek"", ""ród, pokolenie"", ""strony rodzinne, kraj ojczysty"")[1] i -rad (""radzić"" ""być zadowolonym, chętnym, cieszyć się""). Mogło oznaczać ""ten, który cieszy się swoim domem"". We wczesnym średniowieczu synonim Majordoma, zarządcy dworu książęcego.
",slavic,male
157,Eulampiusz,"Eulampiusz – imię męskie[1] pochodzenia greckiego, składające się z członów eu – ""dobrze"" i lampē – ""światło""[2], mogące oznaczać ""jasno świecący, świetlisty"". 
",greek,male
158,Eulampia,"Eulampia – imię żeńskie[1] pochodzenia greckiego, składające się z członów eu – ""dobrze"" i lampē – ""światło""[2], mogące oznaczać ""jasno świecąca, świetlista"". 
",greek,female
159,Eulalia,"Eulalia – imię żeńskie pochodzenia greckiego. Wywodzi się ze złożenia słów eu - ""dobrze"" i lalein - ""mówić"", oznaczającego ""dobrze mówiąca"" lub ""elokwentna""[1].
",greek,female
160,Eugeniusz,"Eugeniusz – imię męskie pochodzenia greckiego. Oznacza ""zacny lub szlachetnie urodzony"". W całej populacji Polaków Eugeniusz zajmował w 2017 r. 70 miejsce (82 921 nadań)[1].
",greek,male
161,Eugenia,"Eugenia — imię pochodzenia greckiego, żeńska forma męskiego imienia Eugeniusz[1].
",greek,female
162,Domastoj,"Domastoj – staropolskie imię męskie. Składa się z członu Doma- (""dom""; psł. *domъ oznacza ""pomieszczenie, gdzie człowiek żyje ze swoją rodziną""; ""wszystko, co jest w domu, rodzina, mienie, majątek"", ""ród, pokolenie"", ""strony rodzinne, kraj ojczysty"")[1] i -stoj (""stać""). Mogło mieć charakter życzący i wyrażać pragnienie, aby osoba tak nazwana była obecna we wspólnocie[1].
",slavic,male
163,Eufrozyna,"Eufrozyna – imię żeńskie pochodzenia greckiego. Wywodzi się od słowa euphrosýne oznaczającego radość. Eufrosyne była jedną z mitologicznych Gracji, bogiń wdzięku i radości[1].
",greek,female
164,Eufroniusz,"Eufroniusz – imię męskie późnogreckie, pochodzenia doryckiego, oznaczające ""dobrze urodzony"". Patronami tego imienia są biskupi Autun i Tours[1].
",greek,male
